Label_Value,Code
Motion picture industry,1027150
In situ processing (Mining),968342
Mining engineering,1022890
Persian literature,1058528
Expert systems (Computer science),918516
System design--Data processing,1141404
Chemistry--Awards,853355
Supramolecular chemistry--Awards,1938901
Girls,942866
Spiritual life--Judaism,1130128
"Mechanics, Analytic",1013485
Musical notation,1030779
Germination,942167
Sylvia (Birds),1140724
Sundanese language,1138599
Malayan languages,1006537
Asphodelaceae,1200715
Canon law,845910
Baltic languages,826226
Pholadidae,1061238
Mercenary troops,1016918
Assault and battery,818981
Sex crimes,1114275
French-Canadian poetry,934903
Automobile driving--Steering,822930
Ficus religiosa,923784
Buddhist shrines,840291
Historic trees,957909
Porcelain,1071682
Copper age,878433
Venezuelan drama,1165198
Endocrinology,909749
Hottentotta,1745051
High pressure (Science),956047
Liquid chromatography,999526
Kinyarwanda fiction,1746251
Kinyarwanda literature,987799
Electric arc,904452
Flame spectroscopy,926984
Indonesian wit and humor,970662
Jewish newspapers,982872
Newspapers,1037111
Food habits,930807
Manners and customs,1007815
Habit,950030
Ubangi languages,1160276
Fog,928511
Weather--Effect of mountains on,1173096
Protein engineering,1079685
Biochemical engineering,831936
Genetic engineering,940027
Coccidae,866034
Scomber,1109051
Mackerels,1005168
Scombridae,1109054
Firearms,925573
Plant cell culture,1065305
Plant tissue culture,1065716
"Coins, Medieval",866815
"Numismatics, Medieval",1041361
"Rhinoceroses, Fossil",1097078
Adenophorea,796562
Jaws--Diseases,982145
Mbosi literature,1012994
Congolese (Brazzaville) literature,875157
Acute abdomen,796396
Abdomen--Diseases,794287
Surgical diseases,1139440
Abdominal pain,794315
Abdomen--Surgery,794299
Language and languages--Sex differences,992216
Language and sex,992283
Rankine cycle,1089914
Art,815177
Gay theater,939232
Convents,877187
Religious institutions,1094089
Church property,860893
Grenade launchers,947829
Colletotrichum,868272
Steam-pipes,1132387
Insulation (Heat),974462
Crotalus,884220
Psychoanalytic interpretation,1081298
Plants--Effect of insecticides on,1065949
Plants--Effect of pesticides on,1065968
Insecticides--Physiological effect,974062
Banda languages,826460
Tamil (Indic people)--Religion,1142449
Frozen desserts,935445
Yogurt,1182899
Karen languages,1721289
Dulcimer,899407
Alum industry,806254
Chemical industry,852951
Nonmetallic minerals industry,1038842
Catostomus,849372
Porsche automobiles,1071986
Papuans,1052751
"Gods, Assyro-Babylonian",944243
Cosmology,880600
Mass media,1011219
Entail,912577
Triazines,1156466
Fish trade--Employees,925988
Psychoanalysis,1081235
Electric meters,905244
"Short stories, Argentine",1117090
Argentine fiction,814261
Malpractice,1006824
Databases,888065
Chilean fiction,856973
Roofs,1100315
Anthopleura,1741911
Neolithic period,1035813
Woolen and worsted manufacture,1180067
Carding,847103
Woolen and worsted spinning,1180075
Interpersonal relations in adolescence,977436
Adolescent psychology,797018
Publishers and publishing,1083463
Mongolian literature,1025409
Ceramic materials,850974
Dalatias,1430153
"Textile fabrics, Igbo",1148733
Cotton growing,880982
Cucurbitales,884918
Tagalog wit and humor,1895578
Tagalog literature,1141975
Acetamide,795570
Hypotensive agents,966065
Propanolamines,1079073
Adrenergic beta blockers,797167
Hockey players,958581
Serials control systems--Automation,1113139
Tubiflorae,1158605
Nanosatellites--Control systems,1032627
Space pollution,1127795
Space environment,1127673
Hot-water heating,961708
Radiant heating,1086836
Finnish fiction,924950
Choirs (Music),858366
Korean language--Particles,988772
Cruciate ligaments,884337
Ligaments,998456
Verbal behavior--Testing,1165355
Tunicata,1158939
Librarians,997301
Masturbation,1011611
Sex,1114160
Walking,1170049
Worship programs,1181468
Liturgies,1000586
Memorial rites and ceremonies,1015895
Maple,1008699
Insect forms in art and archaeology,973984
"Poets, American",1067794
Rebates,1091309
Taxation,1143876
Online information services,1045954
Air--Pollution,802083
Mesodon,1017330
Polygyridae,1070509
Tyto,1160117
Anatomy,808440
Civil defense--Equipment and supplies,862460
Disaster medicine,894725
Integral operators,975514
Integrals,975518
Operator theory,1046419
Aniba,809060
Transportation noise,1155318
Noise,1038354
Opera,1046145
Yoruba wit and humor,1745798
Yoruba literature,1183027
Erosion,914754
Amusement rides,808097
Nonbiological mothers,1738621
Mothers,1026940
American periodicals,807335
Great powers,947048
World politics,1181381
Gelechiidae,939527
Computer arithmetic,872029
Computer architecture,872026
Arithmetic,814484
Food,930458
Keyboarding,987005
Writing,1181638
Race,1086436
Incineration,968575
Love--Religious aspects--Christianity,1002790
Catalan drama,848528
Energy industries,910110
Equilibrium,914542
"Gay erotic literature, American",1747365
"Erotic drama, American",1747364
Mbaya Indians,1012970
"Automobiles, Steam",824123
Yacht racing,1182181
Alien property,805258
Church of the East members,1761956
Astronomical constants,819639
Physical constants,1062370
Foreign trade regulation,931923
Chemistry,853344
Caddisflies,843725
Sara languages,1105430
Ojibwa Indians,1045067
Agaricaceae,800097
Oestridae,1043965
Warble flies,1170740
Botflies,836968
Tortricidae,1152927
Transfinite numbers,1154650
Number theory,1041214
Gopherus,944952
Testudinidae,1148290
Magnesium,1005589
Inorganic acids,973752
Fluorine compounds,928160
Authors,821688
Infection in children,972337
"Pterioida, Fossil",1081893
Alisterus,805359
Balconies,825734
Roads,1098511
Grief,947883
Garden tools,937833
Canned berries,845758
Berries,830788
Canned fruit,845783
Petroleum products--Prices,1059747
Railroads,1088711
Haya literature,952152
Ugandan literature,1160343
Tanzanian literature,1142906
Dwarfism,899967
"Stature, Short",1132163
Growth disorders,948601
Public welfare--Finance,1083274
Pietism,1063905
Fishes--Morphogenesis,926549
Cyamopsis,885715
Legumes,995927
Leptomitales,996401
Chants,852158
Airplanes--Models,803299
Fanaticism,920631
Chinese Americans,857249
Hymenoptera,965470
Chalcid wasps,851849
Hearing aids--Design and construction,953397
Goosefoots,944945
Bioclimatology,831991
Climatic changes,864229
Seneca Indians,1112448
Iroquois Indians,979404
Electric power systems--Communication systems,905534
Developmental neurobiology,891810
Developmental biology,891773
Embryology,908425
Neurobiology,1036315
Cells,850250
Loudspeakers,1002745
Nose--Tumors,1039509
Polyps (Pathology),1070785
South-West languages (Australia),1200867
Radio comedies,1087294
Radio programs,1087512
Heat equation,953865
Geophysics,941002
Heat--Transmission,953826
Earth temperature,900792
Burgers equation,841724
Gujarati language,949257
Heating plants,954096
Factories,919645
Brazilian poetry,838148
Histosols,958387
Soils,1124682
Basque literature,828368
Hunters (Horses),964159
Horses,960603
Middle managers,1020497
Symphalangus,1910239
Gibbons,942527
Agriculture,801355
Spanish language--Dialects,1128340
Pidgin languages,1063860
Helicopters,954597
Aeronautics--Flights,798335
Voyages and travels,1169308
French drama,934265
Bisexual men,833331
Bank deposits,826609
Contracts,876969
Wetlands--Economic aspects,1174200
Hyalidae,964470
Coffee grounds,866352
Capture at sea,846620
Seizure of vessels and cargoes,1111349
Gambling,937372
Games,937529
Morphemics,1026424
"Grammar, Comparative and general--Morphology",946202
House plant industry,962023
Folk singers,1198495
Folk musicians,929409
Singers,1119301
Towers,1153279
Ferromagnetism,923121
Magnetic resonance,1005777
"Names, Personal",1032478
"Self-knowledge, Theory of",1111780
Personality (Theory of knowledge),1058697
Self (Philosophy),1111454
"Knowledge, Theory of",988194
Monascus,1025068
Ephydridae,913690
Reconnaissance aircraft,1091533
AgustaWestland helicopters,1909196
Military helicopters,1021202
Canadian fiction,845101
Trumpet,1158055
Nyulnyulan languages,1042481
Fasts and feasts--Islam,921756
Vacuum cleaners,1163607
Dance music,887533
Spruce,1130982
Business records,842845
Office management,1044164
Worora fiction,1739928
Agricultural machinery industry,801120
Gardening--Equipment and supplies,937861
Historic preservation,957821
Flute,928208
Split genes,1130297
Jet fighter planes,1762856
North American airplanes (Military aircraft),1039178
Soccer,1122119
Literature,999953
Meteorological services,1018407
Croton (Genus),884230
Euphorbiaceae,916545
Prenatal diagnosis,1075465
Colombian fiction,868375
"Postal service--Anniversaries, etc.",1072890
Anniversaries,809757
"Turkic languages, Southeast",1159367
"Religious literature--Publishing--Societies, etc.",1094152
"Religious literature--Distribution--Societies, etc.",1094145
Bahai Faith,825445
Compromise (Law),871915
Tax collection,1143702
"Philosophy, Peruvian",1061090
Denitrification,890340
Word games,1180108
Sexual minorities,1202158
Aztec mythology,824710
Geographical myths,940454
Mexican Americans--Ethnic identity,1019104
Aztecs--Origin,824750
Interpreters (Computer programs),977466
Macro instructions (Electronic computers),1005191
Sailboats,1103492
Fishing boats,926699
Telephone,1146231
Modular functions,1024502
Group theory,948521
Elliptic functions,908173
Sharecroppers,1115254
Tenant farmers,1147531
Salish Indians,1104021
Clothing and dress--Social aspects,864722
Osteoporosis,1048817
Vitamin D deficiency,1168213
Melanesian languages,1015662
Bahnaric languages,825490
Cardiology,847121
"Lamniformes, Fossil",991140
"Sharks, Fossil",1115311
"Chondrichthyes, Fossil",858472
Sphaeriaceae,1129608
"Chemotherapy, Combination",853610
Insurance law,974761
Judaism--Customs and practices,984294
Cyrtinidae,886175
Crypto-Jews,1765216
High occupancy vehicle lanes,956021
Industries,971852
Myelitis,1430808
Inflammation,972432
Spinal cord--Diseases,1129861
Lahndā language,990793
International cooperation,976857
Ability,794400
Biography,832149
Irish literature,979030
Wakashan Indians,1169979
Australian literature,821454
Atlantic languages,820195
Television scanning,1147092
Television camera tubes,1146826
Scanning systems,1106487
Television picture tubes,1146969
Primary productivity (Biology),1076364
Biological productivity,832287
Phytoplankton,1063311
Photosynthesis,1062108
Myristica,1031539
Furniture,936488
Classical antiquities,863445
Neurosciences,1036509
Medical sciences,1014601
Violaceae,1167218
Violales,1167219
Israeli literature (English),980342
Ferguson tractors,922965
Advertising laws,797864
Sound--Recording and reproducing--Digital techniques--Standards,1126960
Marine meteorological services,1009722
Paper work,1052584
Ixodidae,980927
Oilseed plants,1045026
Amides,807572
Local anesthetics,1001199
Alcoholism--Prevention--Finance,804510
Alcoholism--Treatment--Finance,804573
Mass (Canon law),1011203
Fishes--Effect of sound on,926449
Acupressure for children,796356
Zen Buddhism,1184197
Mixed media (Art),1765020
Painting,1050567
Articles of incorporation,817185
Corporation law,879728
Charters,852538
Incorporation,968817
Middle-aged persons,1020385
Celastrina,850067
Lycaenidae,1004181
Ritual,1098241
Public worship,1083431
Worship,1181450
Symbolism,1140749
Salishan languages,1104046
Christian union,859554
Women--Diseases,1176639
Juristic persons (Roman law),985067
Crickets,882967
Neonatal infections,1035841
Newborn infants--Diseases,1432010
Heraldry,955273
Pteridospermae,1081891
Muskogean languages,1030932
Cross-sectional imaging,1738213
Imaging systems,967605
Epigraphic South Arabian language,914177
Binomial distribution,831915
Distribution (Probability theory),895600
God,944037
"Sirenia, Fossil",1119703
Ideology,966915
Political science,1069781
Thought and thinking,1150249
Geometrical optics,940851
Differential equations,893446
Youth,1183341
Rivers,1098312
Rare insects,1090170
Flutter (Aerodynamics),928386
Vibration (Aeronautics),1166187
Oscillations,1048658
Aerodynamics,798195
Messianism,1017438
Coryneform bacteria,880477
Bacteria,825152
Television broadcasting--International cooperation,1146744
International relations,977053
"Literature, Experimental",1000149
Fiction,923709
Information storage and retrieval systems--Nursing,972978
Obovaria,1909962
Information storage and retrieval systems--Animal industry,972793
Bartonia,2002900
Burial laws,841760
Fasts and feasts--Karaites,1767930
Electric industries,904915
Jewish rock musicians,982971
Jewish musicians,982861
Rock musicians,1099238
Shinto,1116066
Cowgirls,882007
Horsemen and horsewomen,960588
Cattle herders,849720
Women animal specialists,1177126
Prophets,1079211
Magicians,1005551
Electric conductors,904587
Materials,1011772
Musical instruments,1030728
Macrozoarces,1005303
Indians of North America--Antiquities,969645
Fish as food,925843
Salting of food,1104329
"Mythology, Roman",1031887
Immunology--Technique,968026
Sociology students,1123938
Women college students,1177452
Exhibitionism,918096
Alcohols,804631
German poetry,941930
Buddhism--Rituals,840083
Pottery,1073579
Bashkir literature,828102
Ambystoma,806859
Conical projection (Cartography),875244
Map projection,1008682
Buildings--Environmental engineering--Equipment and supplies,841059
Coronary heart disease,879535
Heart--Diseases,953527
Duration (Phonetics),899559
Phonetics,1061262
Sports for children,1130625
Sacred songs (High voice) with continuo,1103145
Malagasy literature (French),1006327
Electric rocket engines,905886
Mental health services,1016498
School buildings,1107046
Elementary school facilities,907901
Kiranti languages,987851
Transition metal catalysts,1154758
Metal catalysts,1017554
Men with mental disabilities,1016065
Myiopsitta,1031412
Oreamnos,1047523
"Painting, American",1050648
"Painting, Canadian",1050723
Asclepiadaceae,818456
Scomberomorus,1109052
"Philosophy, Venezuelan",1061143
Hiantoporidae,955897
American wit and humor,807457
Ranchers,1089749
Farmers,921321
Freshwater ecology,935020
Aquatic ecology,811988
Teleology,1146225
Isopoda,980204
Families,1728849
Creative ability,882417
Air quality,802503
Working fluids,1180645
Motor vehicle occupants,1740794
Vampires,1163968
Boats and boating,835176
Sabellaria,1102970
Machinery industry,1005044
Sniper rifles,1121880
Abutilon,1748196
Malvaceae,1006879
People with visual disabilities,1057466
Behavior genetics,829913
Animals--War use,809559
Farm produce--Marketing,921182
Agriculture--Economic aspects,801415
Pipe,1064480
Steam-heating,1132374
Clearwing moths,863969
Surgical instruments and apparatus industry,1139462
Medical instruments and apparatus industry,1014239
Jewish sects,982983
English language--Study and teaching,911670
Gê Indians,949788
